순번,자원명,시도,시군구,주차장유형,경도,위도
4641,상현초등학교,경기도,용인시,부설,127.0898887,37.30902368
4642,장흥중학교,경상북도,포항시,노상,129.3869383,36.0858103
4643,창녕대성고등학교,경상남도,창녕군,부설,128.4615163,35.60134951
4644,외도초등학교,제주특별자치도,제주시,부설,126.4346988,33.49246577
4645,용호마을테마먹거리촌공영주차장,대전광역시,대덕구,노외,127.4512963,36.44832071
4646,봉산초등학교,광주광역시,광산구,노상,126.8436554,35.20953629
4647,공영주차장(조종면),경기도,가평군,노외,127.3920113,37.92159809
4648,대구들안길초등학교,대구광역시,수성구,노상,128.6184098,35.83886822
4649,수리산2노상주차장,경기도,안양시,노상,126.9289042,37.38780119
4650,본오동 22호 노외주차장,경기도,안산시,노외,126.8627013,37.28501025
4651,공단삼거리 1주차장,경기도,안산시,노외,126.7915856,37.31150847
4652,대구성북초등학교,대구광역시,북구,부설,128.5942863,35.92640879
4653,석정마을 주차장,경상남도,의령군,노외,128.2493746,35.44690083
4654,청학1지구 주차장,강원도,속초시,노외,128.5841722,38.20236607
4655,조촌동사무소 옆 공영주차장,전라북도,군산시,노외,126.7381683,35.97349053
4656,평성마을 공영주차장,경상남도,창원시,노외,128.5390099,35.26029438
4657,초량초등학교,부산광역시,동구,부설,129.0363325,35.11571241
4658,다산 제1공영주차장,경기도,남양주시,노외,127.1578628,37.60534062
4659,구민운동장,인천광역시,동구,노외,126.6726121,37.47678335
4660,한림초등학교,제주특별자치도,제주시,부설,126.2602319,33.4110704
4661,완도중학교,전라남도,완도군,부설,126.7510694,34.30882547
4662,월평길 노상주차장,대전광역시,서구,노상,127.368288,36.35594718
4663,감천초등학교,경상북도,김천시,부설,128.1263812,36.06541918
4664,배재고등학교,서울특별시,강동구,부설,127.1502473,37.55505939
4665,유덕동 주민센터 주차장,광주광역시,서구,노외,126.8517968,35.1653277
4666,반여고등학교,부산광역시,해운대구,노외,129.1265612,35.20295915
4667,자투리 땅 활용 생활주차장 6,경상남도,합천군,노외,128.1610243,35.56546443
4668,순창교육지원청,전라북도,순창군,부설,127.1439861,35.37658566
4669,천안와촌초등학교,충청남도,천안시,노상,127.1449912,36.80596681
4670,칠금초등학교,충청북도,충주시,노상,127.9240942,36.9848163
4671,상당회관(구 명문식당) 노상주차장,충청북도,청주시,노상,127.4905142,36.63907536
4672,다산한강중학교 주차장,경기도,남양주시,부설,127.1755838,37.59929572
4673,한국교육과정평가원,충청북도,진천군,부설,127.5346648,36.89717574
4674,변동중로 노상주차장,대전광역시,서구,노상,127.3711689,36.32647024
4675,파장동맛고을거리,경기도,수원시,노외,127.0006891,37.31461153
4676,원곡초등학교,경기도,안성시,노외,127.1277393,37.04120134
4677,중앙중학교,경기도,안산시,부설,126.8402219,37.32246042
4678,대구전자공업고등학교,대구광역시,달서구,부설,128.5297971,35.84793267
4679,가창면 행정복지센터,대구광역시,달성군,부설,128.6228332,35.80270874
4680,안심1 무료노외주차장,충청남도,논산시,노외,127.098719,36.12726183
4681,대덕초등학교,대전광역시,유성구,부설,127.3821059,36.38505922
4682,시흥초등학교,경기도,시흥시,부설,126.7320864,37.3519773
4683,태화동 영남아파트 서편 마을공동주차장,경상북도,안동시,노외,128.706944,36.5658785
4684,태전도서관,대구광역시,북구,부설,128.5461951,35.92854924
4685,도량동사무소,경상북도,구미시,부설,128.3325494,36.14050525
4686,덕암초등학교,경기도,파주시,노상,126.8194822,37.76533187
4687,함안공설운동장 주경기장,경상남도,함안군,노외,128.3977316,35.28238342
4688,홍천중학교,경기도,용인시,노상,127.0762218,37.32102442
4689,북안면복지회관 부설주차장,경상북도,영천시,부설,129.0077319,35.91930609
4690,갈말파출소주차장,강원도,철원군,노외,127.3136096,38.14839859
4691,성지중학교,경기도,용인시,노상,127.1281168,37.27403886
4692,대구태현초등학교,대구광역시,북구,부설,128.5408846,35.92817714
4693,뉴국제호텔앞공영,서울특별시,중구,노상,126.9781508,37.56818723
4694,봉대가온학교,강원도,원주시,노상,127.9938413,37.3322161
4695,옥련동복개천주차장,인천광역시,연수구,노상,126.6531987,37.41849182
4696,충북공업고등학교,충청북도,청주시,노상,127.4313961,36.61276064
4697,권선구보건소,경기도,수원시,부설,126.9711297,37.2587428
4698,합성2동 350-17 공영주차장,경상남도,창원시,노상,128.5879918,35.23601918
4699,칠산초,경상남도,김해시,부설,128.8515415,35.21001649
4700,월랑초등학교,제주특별자치도,제주시,부설,126.4784428,33.49312138
4701,바다역 주차장,인천광역시,옹진군,노외,126.1546884,37.22712995
4702,서울길동초등학교,서울특별시,강동구,부설,127.1449729,37.53859168
4703,한국전력공사 보은지사 주차장,충청북도,보은군,부설,127.7121645,36.48091572
4704,달서시장 공영주차장,대구광역시,달서구,노외,128.5436966,35.84097261
4705,예산리 공영주차장,충청남도,예산군,노외,126.8459039,36.67816545
4706,운흥리,경상북도,상주시,노상,127.8256899,36.60112771
4707,지정중학교,강원도,원주시,노상,127.8389446,37.36618378
4708,익산교육문화회관,전라북도,익산시,부설,126.9609209,35.93895203
4709,가회면공영주차장,경상남도,합천군,노외,128.0336136,35.4361192
4710,인천한빛초등학교,인천광역시,남동구,부설,126.7438835,37.42421854
4711,복수북로 노상주차장,대전광역시,서구,노상,127.3734588,36.30904473
4712,성산고등학교,제주특별자치도,서귀포시,부설,126.9151667,33.47020324
4713,단관택지 공영주차장,강원도,원주시,노외,127.9585699,37.32219656
4714,북부녹지쉼터,경상남도,김해시,노외,128.8645895,35.27103498
4715,장평1,경상남도,거제시,노상,128.6063346,34.89255743
4716,종천면 장구리 주차장,충청남도,서천군,노외,126.6541453,36.09726186
4717,예당중학교,경기도,화성시,노상,127.078846,37.20801006
4718,파평중학교,경기도,파주시,부설,126.8374481,37.92006566
4719,서변1공영주차장,대구광역시,북구,노외,128.5978494,35.92132758
4720,범어사상마공영주차장,부산광역시,금정구,노외,129.0744436,35.27977736
4721,사동47호 노외주차장,경기도,안산시,노외,126.8496521,37.29838362
4722,보림초등학교,부산광역시,사하구,부설,128.9680447,35.08393484
4723,평산1 임시공영주차장,경상남도,양산시,노외,129.1508095,35.38277357
4724,상서중학교,강원도,화천군,노외,127.6495105,38.1567044
4725,대관령중학교,강원도,평창군,노상,128.6992278,37.673346
4726,한국전력공사 예산지사 주차장,충청남도,예산군,부설,126.8430532,36.68869882
4727,대명10동 행정복지센터,대구광역시,남구,부설,128.5689567,35.84002911
4728,구암동 274-3 공영주차장,경상남도,창원시,노상,128.5938225,35.25464178
4729,우산공영주차장,광주광역시,북구,노외,126.9200715,35.1716539
4730,망원노외,서울특별시,마포구,노외,126.9065524,37.55969543
4731,반계초등학교,강원도,원주시,노상,127.7908415,37.29190903
4732,고대중학교,충청남도,당진시,부설,126.5916532,36.93677371
4733,대구광역시립두류도서관,대구광역시,달서구,부설,128.5604336,35.85261176
4734,정주맨션 옆,전라북도,정읍시,노외,126.8668718,35.55930179
4735,국민건강보험공단 시흥지사,경기도,시흥시,부설,126.8074984,37.36499198
4736,능포동 장미공원,경상남도,거제시,노상,128.7366287,34.87752791
4737,맛고을 제2주차장,경상북도,예천군,노외,128.4526404,36.65559249
4738,합정노상공영주차장,경기도,평택시,노상,127.0935746,36.99224016
4739,평화동 전북은행앞 공영주차장,전라북도,군산시,노외,126.7185558,35.98444632
4740,한국전력공사 이천지사 주차장,경기도,이천시,부설,127.4473763,37.28329603
4741,수완지구 공영주차장,광주광역시,광산구,노외,126.825239,35.20042404
4742,죽평노외주차장,충청남도,논산시,노외,127.0990752,36.10824426
4743,발안초등학교,경기도,화성시,부설,126.9123884,37.13041863
4744,시외버스터미널~4차선종점,경상남도,거창군,노상,127.9210727,35.6864339
4745,순천팔마고등학교,전라남도,순천시,노상,127.4979343,34.97476662
4746,신포동 1가 2-11 주차장,경상남도,창원시,노상,128.5710326,35.19820421
4747,모서면 공영주차장,경상북도,상주시,노외,127.9611602,36.34117314
4748,기안초등학교,경기도,화성시,부설,126.9821455,37.22536277
4749,거제면사무소,경상남도,거제시,부설,128.5904175,34.8510014
4750,감천1동행정복지센터,부산광역시,사하구,부설,129.0046513,35.08803231
4751,한국전력공사 안산지사 주차장,경기도,안산시,부설,126.8273636,37.32067849
4752,대전정림중학교,대전광역시,서구,부설,127.3608161,36.29379499
4753,대구옥포초등학교,대구광역시,달성군,노상,128.4641599,35.78778718
4754,다이소 앞 공영주차장,전라남도,광양시,노외,127.6954279,34.93625308
4755,구성마을 주차장,경상남도,의령군,노외,128.1068805,35.37235315
4756,홍천군청 명동보육원 옆,강원도,홍천군,노외,127.8874981,37.69653441
4757,덕산마을 주차장,경상남도,창원시,노외,128.6741413,35.27304143
4758,강북교육지원청(노외 주차장),울산광역시,북구,부설,129.3586656,35.58398931
4759,호계3동 노외,경기도,안양시,노외,126.9587735,37.3687414
4760,대정로,인천광역시,부평구,노상,126.7257227,37.49554965
4761,남부동 행정복지센터,경상북도,경산시,부설,128.739113,35.81371169
4762,송정초등학교,부산광역시,해운대구,부설,129.2050863,35.18954068
4763,덕정주공상가,경기도,양주시,노상,127.0610103,37.85467796
4764,계룡초등학교,충청남도,공주시,노상,127.1417953,36.35800965
4765,양산시청주차장,경상남도,양산시,부설,129.0381165,35.33515653
4766,선산초등학교,경상북도,구미시,부설,128.3017785,36.24362694
4767,율디자인 옆 주차장,강원도,평창군,노외,128.3968772,37.36660743
4768,대구신천초등학교,대구광역시,동구,노상,128.6210089,35.871656
4769,신양초등학교,충청남도,예산군,노상,126.8691805,36.60229518
4770,행정타운부지 공영주차장,대구광역시,북구,노외,128.5654202,35.94231399
4771,다산동공영,서울특별시,중구,노외,127.0086094,37.55438215
4772,갈마동제3공영주차장,대전광역시,서구,노외,127.3744941,36.34470438
4773,시흥중학교,경기도,시흥시,노상,126.7318635,37.35294946
4774,서부산세무서,부산광역시,서구,노상,129.013001,35.11002635
4775,군서고등학교,경기도,시흥시,노상/노외,126.7425022,37.34918175
4776,마포갈비앞 주차장,강원도,화천군,노외,127.7035452,38.10513953
4777,김포제일공업고등학교,경기도,김포시,부설,126.7107549,37.62070449
4778,황간고등학교,충청북도,영동군,노상,127.910531,36.23494649
4779,청통면복지회관 부설주차장,경상북도,영천시,부설,128.8234241,35.99202561
4780,농협주차장 뒤,강원도,영월군,노외,128.4688486,37.18372164
4781,충청남도교육청해양수련원,충청남도,보령시,노상,126.5118584,36.31915532
4782,안양양지초등학교,경기도,안양시,부설,126.9045522,37.39224518
4783,양덕동162-7 공영주차장,경상남도,창원시,노상,128.5904948,35.22407256
4784,국민건강보험공단 인천부평지사,인천광역시,부평구,부설,126.7112683,37.52218396
4785,제3권역노상,경기도,고양시,노상,126.83295,37.63626696
4786,남양초등학교,경기도,화성시,노상,126.8155734,37.21038035
4787,남산초등학교,강원도,춘천시,노상,127.6454292,37.79325182
4788,금오산대주자장,경상북도,구미시,노외,128.3239794,36.12190409
4789,화북초등학교,제주특별자치도,제주시,부설,126.5613927,33.51862452
4790,영주초등학교,경상북도,영주시,노상,128.6253863,36.82870337
4791,소호분교(운동장 옆 노면 주차장),울산광역시,울주군,부설,129.0860696,35.67074567
4792,부산유아교육진흥원,부산광역시,사하구,부설,128.9735833,35.05896492
4793,근흥초등학교,충청남도,태안군,부설,126.2278942,36.71455656
4794,설온중학교,강원도,속초시,노상,128.5668924,38.19850893
4795,문산북중학교,경기도,파주시,부설,126.7759624,37.86296552
4796,일성아파트뒤,강원도,춘천시,노외,127.7268564,37.86694321
4797,한국조형예술고등학교,부산광역시,남구,부설,129.1165597,35.12048796
4798,용산환승공영주차장,대구광역시,달서구,노외,128.5299595,35.84857754
4799,금강유원지주차장,충청남도,논산시,노외,127.0079721,36.1584402
4800,어은로 노상,울산광역시,남구,노상,129.2734311,35.55056267
4801,충북상업정보고등학교,충청북도,청주시,노상,127.4793807,36.66461048
4802,하청스포츠타운 주차장,경상남도,거제시,노상,128.6514516,34.95855219
4803,자산동 13-1 주차장,경상남도,창원시,노상,128.5663668,35.20695748
4804,대림아파트 뒤,경기도,안양시,노외,126.9128369,37.41466906
4805,당동2공영주차장,경기도,군포시,노외,126.93922,37.35133395
4806,합천 교동 공영주차장,경상남도,합천군,노외,128.1654349,35.56356325
4807,중앙로 노외주차장,경기도,포천시,노외,127.2029754,37.89523039
4808,미조초등학교,경상남도,남해군,노상,128.0414471,34.71565365
4809,다샘장앞 노상주차장,경기도,광주시,노상,127.2593529,37.40820412
4810,인천영선초등학교,인천광역시,부평구,노상,126.7343726,37.51527002
4811,용인신릉중학교,경기도,용인시,노상,127.115696,37.29002292
4812,대부중학교,경기도,안산시,부설,126.5790618,37.24776227
4813,거산초등학교 주차장,충청남도,아산시,노상,126.9898673,36.69191811
4814,정선중·고등학교,강원도,정선군,노상,128.6609171,37.37821677
4815,수원다산중학교,경기도,수원시,부설,127.0512667,37.2839613
4816,경기화성교육도서관,경기도,화성시,부설,126.9202064,37.13314157
4817,화물자동차 공영주차장,경기도,양주시,노외,127.065867,37.83753274
4818,인천남고등학교,인천광역시,남동구,부설,126.6965526,37.46791494
4819,궁평리 임시공영주차장,경기도,광주시,노외,127.3226445,37.33834566
4820,영파영월오토바이,강원도,영월군,노외,128.4717648,37.18460173
4821,백령길 공영주차장,인천광역시,중구,노외,126.4902741,37.49693609
4822,경상남도교육청 과학교육원,경상남도,진주시,노상,128.225743,35.20138088
4823,종합관광안내소,경상남도,김해시,노외,128.8736235,35.23938459
4824,강남로 제1공영주차장,전라남도,순천시,노상,127.4863598,34.95565124
4825,장승초등학교 주차장,경기도,남양주시,부설,127.1954113,37.73035591
4826,입암보건지소,경상북도,영양군,부설,129.0903635,36.59418335
4827,월영동공영주차장,경상남도,창원시,노외,128.5517233,35.18552446
4828,대창초등학교,충청남도,보령시,노상 ,126.6059052,36.23188261
4829,하남3지구 공영주차장 8,광주광역시,광산구,노외,126.7991578,35.18382664
4830,한국전력공사 가평지사 주차장,경기도,가평군,부설,127.510592,37.83401954
4831,영주제일고등학교,경상북도,영주시,부설,128.6091427,36.83292511
4832,배방읍 북수리 제4공영주차장,충청남도,아산시,노외,127.0798321,36.77199547
4833,석교마을 공영주차장,경상남도,창원시,노외,128.6094043,35.15597394
4834,대창1-2 주차장,전라남도,장성군,노외,126.7814979,35.29642135
4835,공근중학교,강원도,횡성군,노상,127.963107,37.54023303
4836,금곡동 133-13 마을공동주차장,경상북도,안동시,노외,128.71992,36.57104804
4837,무주읍사무소 앞,전라북도,무주군,노외,127.6622931,36.00842583
4838,소호초등학교,전라남도,여수시,노외,127.6543449,34.74724451
4839,신천초등학교,부산광역시,북구,부설,129.0086033,35.2003819
4840,대화 임시공영주차장,경기도,고양시,노외,126.7543114,37.68268303
4841,호서남초등학교,경상북도,문경시,부설,128.2035759,36.6054252
4842,산호초등학교,경상남도,창원시,노상,128.5795219,35.21972208
4843,차량등록사업소서부분소,대구광역시,달서구,부설,128.5078615,35.85330369
4844,대야초등학교,경상남도,창원시,부설,128.6644414,35.15954661
4845,유양초등학교,경기도,양주시,노상,127.0272166,37.78606274
4846,금서면사무소,경상남도,산청군,부설,127.8631146,35.41746775
4847,가곡초등학교보발분교,충청북도,단양군,부설,128.4487679,37.02953921
4848,춘천기계공업고등학교,강원도,춘천시,노상,127.7464284,37.89192587
4849,연희동 689-14주차장,인천광역시,서구,노외,126.6753098,37.54826733
4850,능동자갈마당 주차장,인천광역시,옹진군,노외,126.1028983,37.26393178
4851,중앙시장 주상복합아파트 제3공영주차장,강원도,영월군,노외,128.4721759,37.18418623
4852,대구세명학교,대구광역시,달서구,노상,128.52432,35.86339716
4853,합내길(구 가양1동사무소 앞),대전광역시,동구,노상,127.440396,36.34668243
4854,대운산2 공영주차장,울산광역시,울주군,노외,129.2442349,35.39534178
4855,세천4 공한지 주차장,대전광역시,동구,노외,127.4848671,36.33301574
4856,주중초등학교,충청북도,청주시,부설,127.4914702,36.67228923
4857,동은마을회관앞,전라북도,순창군,노외,127.1450812,35.37499035
4858,새움초등학교,세종특별자치시,-,노상,127.2514309,36.49410434
4859,박물관부설추차장,제주특별자치도,제주시,부설,126.5317241,33.50563037
4860,일산초등학교,경기도,고양시,부설,126.7719674,37.68298887
4861,서상시장,경상남도,함양군,노외,127.6883608,35.67988195
4862,오름중학교,제주특별자치도,제주시,부설,126.5844702,33.51667441
4863,이방초등학교,경상남도,창녕군,노상,128.3864982,35.57775984
4864,중앙동 국제회관옆,부산광역시,중구,노상,129.0366428,35.09968127
4865,국민건강보험공단 의성군위지사,경상북도,의성군,노상,128.6933488,36.35897281
4866,원신기마을 주차장,전라북도,익산시,노외,126.9334885,35.99510209
4867,중원구보건소,경기도,성남시,부설,127.1705808,37.44215625
4868,구성고등학교,경기도,용인시,노상,127.1156139,37.29914483
4869,글벗유치원,세종특별자치시,-,노상,127.2984885,36.48684513
4870,주택가 소규모 주차장,경기도,안산시,노외,126.867984,37.33061817
4871,어린이도서관,경기도,군포시,부설,126.932147,37.37215635
4872,관악1노상주차장,경기도,안양시,노상,126.9483747,37.40117345
4873,임고강변공원 부설주차장,경상북도,영천시,부설,128.9934539,36.04710692
4874,석송초등학교,충청남도,공주시,노상,127.1145958,36.56492635
4875,평창강 둔치 주차장,강원도,평창군,노외,128.3973794,37.36604525
4876,삼척세무서,강원도,삼척시,노외,129.1777149,37.44944478
4877,금촌15 노상주차장,경기도,파주시,노상,126.7728848,37.76297337
4878,장미동 내항주차장,전라북도,군산시,노외,126.7148557,35.9903776
4879,평거4지구(엠코),경상남도,진주시,노상,128.0528657,35.16399539
4880,서전중학교,충청북도,진천군,노상,127.5299242,36.90416004
4881,냉천초등학교,경기도,고양시,노상,126.7856589,37.66672298
4882,부천여자고등학교,경기도,부천시,부설,126.7617479,37.48987335
4883,주차광장_가야면 숭산 공영주차장,경상남도,합천군,노외,128.1081425,35.73154191
4884,수덕,제주특별자치도,제주시,노외,126.4743029,33.48361437
4885,남산초등학교,경상북도,경산시,노상,128.8365922,35.79260959
4886,불당제5공영주차장,충청남도,천안시,노외,127.1079642,36.81492637
4887,거두리 순복음교회 옆,강원도,춘천시,노외,127.7551746,37.85018577
4888,(동측)안산역환승,경기도,안산시,노외,126.7904966,37.32685654
4889,놀뫼유치원,충청남도,논산시,부설,127.0891409,36.21062071
4890,대산초등학교,충청남도,서산시,노외,126.4349309,36.940215
4891,위례평생학습관 주차장,경기도,성남시,부설,127.1495117,37.46828764
4892,능원초등학교,경기도,용인시,부설,127.1738484,37.34319393
4893,수정초등학교,충청북도,보은군,노상,127.8214248,36.53624179
4894,한국전력공사 옥천지사 주차장,충청북도,옥천군,부설,127.5672109,36.30416419
4895,중앙로2,경상북도,안동시,노상,128.7294199,36.56574795
4896,한국폴리텍대학 신기술교육원,전라북도,전주시,노상,127.0861471,35.86050471
4897,하거리공영주차장,경상북도,고령군,노외,128.1962066,35.67890808
4898,파주와동초등학교,경기도,파주시,노상,126.756745,37.72649445
4899,제주유아교육진흥원,제주특별자치도,서귀포시,부설,126.5619523,33.25861971
4900,한밭대로656 노상주차장,대전광역시,서구,노상,127.3713387,36.35606489
4901,평해시장 공영주차장,경상북도,울진군,노외,129.4425248,36.72643005
4902,청란여자중학교,대전광역시,중구,부설,127.4295277,36.31073792
4903,도하초등학교,충청남도,천안시,노상,127.1668959,36.94878658
4904,서부신시가지 전주대 신정문,전라북도,전주시,노외,127.0966722,35.81722291
4905,서산여자고등학교,충청남도,서산시,노상,126.4676572,36.77032528
4906,청학동주차장,경상남도,하동군,노외,127.7106578,35.24273846
4907,불암고등학교,서울특별시,노원구,부설,127.0803058,37.64915853
4908,관산중학교,경기도,안산시,부설,126.7988246,37.335274
4909,밀주초등학교,경상남도,밀양시,부설,128.7625556,35.47731607
4910,의령시장 약초시장 주차장,경상남도,의령군,노외,128.2603324,35.31883194
4911,예천동부초등학교,경상북도,예천군,노상,128.4590643,36.66182247
4912,춘천교육문화관,강원도,춘천시,노상,127.7236139,37.87567294
4913,별내동 노상 제10공영주차장,경기도,남양주시,노상,127.1257804,37.65957389
4914,농산물도매시장,경상북도,구미시,부설,128.3503439,36.15665556
4915,설리해수욕장 주차장,경상남도,남해군,노외,128.0265243,34.70473765
4916,맑은길주차장,경상북도,청도군,노외,128.7467324,35.64091763
4917,인천지방조달청,인천광역시,중구,기타,126.6324942,37.45461036
4918,금호읍행정복지센터 부설주차장,경상북도,영천시,부설,128.8776435,35.93333733
4919,영월대교회 뒤,강원도,영월군,노외,128.4650789,37.18440882
4920,강원도홍천교육지원청,강원도,홍천군,노상,127.8841492,37.69162165
4921,포항송곡초등학교,경상북도,포항시,노상,129.3846084,36.09220681
4922,대명아파트 이면도로 거주자우선주차장,경기도,하남시,노상,127.2220749,37.5430009
4923,부전계곡,경상남도,함양군,노외,127.6616153,35.64515528
4924,진천중학교,충청북도,진천군,노상,127.4465326,36.86732592
4925,죽전마을주차장,경상남도,하동군,노외,127.832284,35.14957971
4926,화천농협 뒤 주차장,강원도,화천군,노외,127.70601,38.10496763
4927,김천중학교,경상북도,김천시,노외,128.0939955,36.12343109
4928,화암고등학교(정문주차장),울산광역시,동구,부설,129.409585,35.476981
4929,신흥중학교,경상북도,포항시,부설,129.4225904,35.96495209
4930,명덕초등학교,경상남도,창녕군,노상,128.4962973,35.54393534
4931,상계역 서측 주택가 공영주차장,서울특별시,노원구,노외,127.0710359,37.66003834
4932,청계남초등학교,전라남도,무안군,노상,126.4372978,34.88436229
4933,신안동 한국철도시설공단 뒷길,대전광역시,동구,노상,127.436935,36.33001457
4934,목감3 공영주차장,경기도,시흥시,노외,126.8539111,37.37810173
4935,원주공업고등학교,강원도,원주시,노상,128.0083876,37.33896696
4936,산림조합 앞,강원도,양구군,노외,127.9886151,38.10736646
4937,호남병원 옆 공영주차장,광주광역시,광산구,노외,126.8086193,35.16219977
4938,안기동 174-1 노상주차장,경상북도,안동시,노상,128.7174416,36.57459563
4939,두산동공영주차장,대구광역시,수성구,노외,128.6183638,35.8379312
4940,서곡8리 공영주차장,강원도,원주시,노외,127.9412683,37.32052229
4941,나운동 금정주택옆 공영주차장,전라북도,군산시,노외,126.7004642,35.96781081
4942,미사강변고등학교,경기도,하남시,노상,127.1837309,37.5777571
4943,고인돌주차장,경기도,이천시,노외,127.4316592,37.33232682
4944,의용소방대 앞 주차장,강원도,평창군,노외,128.3976912,37.36759193
4945,영천시장애인종합복지관 부설주차장,경상북도,영천시,부설,128.9414809,35.97110334
4946,검산초등학교,경기도,파주시,노외,126.7386436,37.77640937
4947,대경중학교,경기도,포천시,부설,127.139571,37.8266815
4948,함안시외버스터미널,경상남도,함안군,노외,128.4100754,35.27938435
4949,헌문리공영주차장,경상북도,고령군,노외,128.2754625,35.74300026
4950,경포대광장 주차장(충혼탑),강원도,강릉시,노외,128.8969556,37.79585554
4951,사조산업 주변,서울특별시,금천구,노상,126.8919782,37.47115076
4952,연세초등학교,세종특별자치시,-,부설,127.2718776,36.50575533
4953,보령도서관,충청남도,보령시,노상 ,126.6004465,36.34273175
4954,가례초등학교,경상남도,의령군,노상,128.2468385,35.33308447
4955,남부동공영주차장,경상남도,양산시,노외,129.0388513,35.341219
4956,부계중학교,경상북도,군위군,부설,128.6547858,36.07827141
4957,소천면사무소,경상북도,봉화군,부설,129.0030994,36.93789626
4958,와동중학교,경기도,안산시,부설,126.8309045,37.3386135
4959,반도보라아파트 뒤편,경상남도,김해시,노외,128.8722568,35.2224054
4960,한터초등학교,경기도,용인시,노상/부설,127.2682539,37.26199118
4961,이로운한우 옆 주차장,경상북도,군위군,노외,128.5839663,36.17838344
4962,새터말아랫로,경기도,의왕시,노상,126.9534226,37.32991831
4963,월평북로 시간제주차장,대전광역시,서구,노상,127.3737392,36.360357
4964,구파출소 옆,강원도,강릉시,노외,128.9077508,37.75600997
4965,카페마커모얘 앞 주차장,강원도,평창군,노외,128.4979066,37.34127326
4966,도학초등학교,강원도,고성군,노상,128.5014561,38.27268706
4967,오포도서관주차장,경기도,광주시,부설,127.2313905,37.36937479
4968,방일초등학교,경기도,가평군,노상,127.4994479,37.62929786
4969,기린제1공영주차장,강원도,인제군,노외,128.317497,37.95704584
4970,은마 연립주택 근처 주차장,강원도,강릉시,노외,128.8976744,37.74678439
4971,모서면 연화사 앞,경상북도,상주시,노외,127.9311514,36.34626215
4972,삼평동임시공영,경기도,성남시,노외,127.1100546,37.39694276
4973,구암동 6-1 공영주차장,경상남도,창원시,노상,128.5937607,35.2507136
4974,주공1~3단지주변 공영주차장,서울특별시,노원구,노상,127.0579982,37.65189275
4975,제주미래교육연구원,제주특별자치도,제주시,부설,126.5318563,33.4262197
4976,영주1동 공영주차장,경상북도,영주시,노외,128.6259559,36.82799198
4977,병암동공영주차장(소망탕옆-보수),경상남도,창원시,노외,128.6888904,35.15540868
4978,사비로노상주차장,충청남도,부여군,노상,126.910522,36.27783594
4979,신정1동,울산광역시,남구,노외,129.3083473,35.5413376
4980,세종전통시장 이벤트광장,세종특별자치시,-,노외,127.2995696,36.60131444
4981,태백로공영주차장,경상남도,창원시,노외,128.675664,35.1531441
4982,점촌고등학교,경상북도,문경시,부설,128.1820532,36.59628448
4983,대구동중학교,대구광역시,수성구,부설,128.6159585,35.85820019
4984,경기광주세무서,경기도,광주시,노외,127.2511451,37.41446913
4985,택시쉼터공영주차장,경기도,이천시,노외,127.4405457,37.28603276
4986,은하수초등학교,경상남도,진주시,노상,128.1108457,35.15130521
4987,용문로 노상주차장,대전광역시,서구,노상,127.3946932,36.33329212
4988,탄현초등학교,경기도,파주시,부설,126.7174121,37.80327877
4989,보라고등학교,경기도,용인시,부설,127.1105881,37.25145551
4990,도계고등학교,강원도,삼척시,노상,129.0534881,37.2295502
4991,창원예술학교,경상남도,창원시,부설,128.5977003,35.2566922
4992,백운호수교각 공영주차장,경기도,의왕시,노외,127.0001579,37.38438173
4993,신촌노상,서울특별시,마포구,노상,126.9349578,37.55555261
4994,백운고등학교,경기도,의왕시,노상,126.9866943,37.38788839
4995,장곡초등학교,충청남도,홍성군,부설,126.6923341,36.50495838
4996,양산시노상제14공영주차장,경상남도,양산시,노상,129.0387137,35.34935719
4997,청봉초등학교,강원도,속초시,노상/부설,128.5870266,38.18838223
4998,안산보노외주차장,충청남도,논산시,노외,127.2358729,36.13827495
4999,인천계수중학교,인천광역시,계양구,노상,126.7449164,37.53515968
5000,금암동 금암동어판장 앞 공영주차장,전라북도,군산시,노외,126.7209984,35.98741843
5001,경장동 삼일카인테리어 앞 공영주차장,전라북도,군산시,노외,126.7267045,35.97304878
5002,서면초등학교,강원도,철원군,부설,127.4169341,38.16847615
5003,안기동 대원아파트앞 마을공동주차장,경상북도,안동시,노외,128.717742,36.57417565
5004,대전수정초등학교,대전광역시,유성구,부설,127.3134561,36.3661982
5005,공주시 신관동 공영주차장(주차빌딩),충청남도,공주시,노외,127.1354648,36.47212824
5006,중앙하이츠＠동쪽 주차장,전라북도,남원시,노외,127.3827026,35.41881985
5007,동명동 상명빌라 옆 공영주차장,광주광역시,동구,노외,126.9280906,35.14948503
5008,대평초등학교,부산광역시,영도구,부설,129.0388823,35.08753561
5009,용봉동제2공영주차장,광주광역시,북구,노외,126.8987054,35.18050781
5010,칠량초등학교,전라남도,강진군,노상,126.8004306,34.57360504
5011,원평구획가로2주차장,경상북도,구미시,노외,128.3408501,36.12488563
5012,현성초등학교,강원도,양양군,노상,128.6652332,37.95204184
5013,금산중앙초등학교,충청남도,금산군,노상,127.486372,36.10074274
5014,삼일여자고등학교(운동장 주차장),울산광역시,남구,부설,129.316772,35.51593104
5015,장수초등학교,경상북도,영주시,노상,128.576552,36.77610603
5016,인천광역시교육청연수도서관,인천광역시,연수구,부설,126.6854788,37.41803123
5017,광평초등학교,경상북도,구미시,부설,128.3625345,36.11297054
