순번,자원명,시도,시군구,주차장유형,경도,위도
393,서울가락초등학교,서울특별시,송파구,부설,127.1072149,37.49987464
394,보성여자고등학교,서울특별시,용산구,부설,126.9842842,37.54308154
395,문화회관 동측,서울특별시,양천구,노외,126.8638326,37.51705616
396,용산전자상가 제1공영주차장,서울특별시,용산구,노외,126.9647064,37.53208412
397,서울배봉초등학교,서울특별시,동대문구,부설,127.0668719,37.58008416
398,서울돈암초등학교,서울특별시,성북구,부설,127.0131036,37.59374656
399,환일고등학교,서울특별시,중구,부설,126.9625884,37.55375593
400,서울면동초등학교,서울특별시,중랑구,부설,127.0859611,37.58524071
401,세라믹기술원 주변,서울특별시,금천구,노상,126.8882131,37.47271033
402,인헌중학교,서울특별시,관악구,부설,126.9688402,37.47269621
403,청원중학교,서울특별시,노원구,부설,127.0625329,37.66525155
404,대림역2,서울특별시,구로구,노상,126.8938628,37.49497549
405,한강진역,서울특별시,용산구,노외,127.0025563,37.53950713
406,서울원신초등학교,서울특별시,관악구,부설,126.9272409,37.46719824
407,연천중학교,서울특별시,은평구,부설,126.9258198,37.62754521
408,용산2가동 기계식 공영주차장,서울특별시,용산구,노외,126.9880638,37.54298333
409,숙명여자고등학교,서울특별시,강남구,부설,127.0526126,37.49147536
410,신문로,서울특별시,종로구,노외,126.9731486,37.57103695
411,난곡중학교,서울특별시,금천구,부설,126.9107916,37.47804558
412,신한증권옆 공영주차장,서울특별시,노원구,노상,127.0778152,37.65130805
413,비석거리,서울특별시,송파구,노상,127.1167037,37.49691386
414,강현중,서울특별시,동작구,부설,126.9307563,37.50311599
415,망원나들목A동,서울특별시,마포구,노외,126.899044,37.55407036
416,청량고등학교,서울특별시,동대문구,부설,127.051311,37.588886
417,서울수유초등학교,서울특별시,강북구,부설,127.0202924,37.63124966
418,중곡복개천 공영주차장,서울특별시,광진구,노상,127.0832682,37.56152982
419,서울장평초등학교,서울특별시,동대문구,부설,127.073891,37.57399502
420,옥수역,서울특별시,성동구,노상,127.0170773,37.54219225
421,서울삼양초등학교,서울특별시,강북구,부설,127.0161491,37.62329558
422,구암중학교,서울특별시,관악구,부설,126.9490357,37.49276624
423,세종과학고등학교,서울특별시,구로구,부설,126.8273517,37.4975694
424,용산세무서,서울특별시,용산구,노상,126.9687627,37.5233032
425,서울창신초등학교,서울특별시,종로구,부설,127.0142937,37.57621147
426,서울난곡초등학교,서울특별시,관악구,부설,126.9163416,37.4691282
427,강동중학교,서울특별시,강동구,부설,127.177836,37.56965025
428,동교동,서울특별시,마포구,노상,126.9297049,37.55460481
429,홍대서측,서울특별시,마포구,노상,126.9210386,37.5506535
430,강신중학교,서울특별시,양천구,부설,126.8381601,37.51513716
431,버티공영,서울특별시,중구,노외,127.0063049,37.54907253
432,서라벌중학교,서울특별시,강북구,부설,127.0114883,37.65698403
433,한남동 공영주차장,서울특별시,용산구,노외,127.0002687,37.53485709
434,서울석계초등학교,서울특별시,성북구,부설,127.0697321,37.60881368
435,이촌로54길 공영주차장,서울특별시,용산구,노상,126.9692464,37.51993817
436,가산동 금천교,서울특별시,금천구,노상,126.8876715,37.46665882
437,서울인헌초등학교,서울특별시,관악구,부설,126.9598639,37.47675499
438,한강로2가동 공영주차장,서울특별시,용산구,노상,126.9698908,37.52888988
439,서울강남초등학교,서울특별시,동작구,부설,126.9533591,37.50615814
440,남가좌2동 제2공영주차장(1층),서울특별시,서대문구,노외,126.9229512,37.5831553
441,중화중학교,서울특별시,중랑구,부설,127.0945608,37.58450379
442,창북중학교,서울특별시,도봉구,부설,127.0388329,37.64911577
443,광신방송예술고등학교,서울특별시,관악구,부설,126.9259406,37.4644762
444,위례성길,서울특별시,송파구,노상,127.117804,37.5155014
445,환일중학교,서울특별시,중구,부설,126.9625884,37.55375593
446,석관고등학교,서울특별시,성북구,부설,127.0667176,37.60958929
447,서소문올리브타워옆 공영,서울특별시,중구,노상,126.9729963,37.56135823
448,신월1동저지1구역,서울특별시,양천구,노상,126.8380893,37.52980285
449,예림디자인고등학교,서울특별시,구로구,부설,126.827683,37.50035507
450,문현중학교,서울특별시,송파구,부설,127.1282441,37.4805588
451,한진해운앞,서울특별시,영등포구,노상,126.9256156,37.52304631
452,월곡중학교,서울특별시,성북구,부설,127.0482588,37.60698163
453,서울예술고등학교,서울특별시,종로구,부설,126.9678907,37.60575682
454,서울혜화초등학교,서울특별시,종로구,부설,127.0002536,37.58863443
455,명일동,서울특별시,강동구,노외,127.155899,37.55360254
456,인왕중학교,서울특별시,서대문구,부설,126.9517793,37.59272256
457,서울신성초등학교,서울특별시,관악구,부설,126.9367542,37.47200331
458,도선고등학교,서울특별시,성동구,부설,127.0269957,37.56684395
459,서원동제1공영,서울특별시,관악구,노상,126.9275934,37.48271916
460,서울한방진흥센터,서울특별시,동대문구,노외,127.0376267,37.58065617
461,청원여자고등학교,서울특별시,노원구,부설,127.0625329,37.66525155
462,원촌중학교,서울특별시,서초구,부설,127.0146997,37.5063251
463,등촌중학교,서울특별시,강서구,부설,126.8592148,37.55248221
464,서울고등학교,서울특별시,서초구,부설,127.0049019,37.48429306
465,복정역,서울특별시,송파구,노외,127.1277363,37.470149
466,보라매공원동문 공영주차장,서울특별시,동작구,노외,126.9226597,37.49388178
467,소금나루도서관,서울특별시,마포구,노외,126.946234,37.5495243
468,삼풍상가(IOT)공영,서울특별시,중구,노상,126.9956197,37.56539284
469,동아빌딩앞,서울특별시,영등포구,노상,126.9202501,37.52931216
470,홍은중학교,서울특별시,서대문구,부설,126.9357524,37.59189151
471,금천고등학교,서울특별시,금천구,부설,126.9049018,37.44489502
472,수유중학교,서울특별시,강북구,부설,127.0103197,37.63128942
473,문래1동,서울특별시,영등포구,노상,126.8973243,37.51342663
474,주공11단지상가뒤 공영주차장,서울특별시,노원구,노상,127.0558209,37.665831
475,양천세무서,서울특별시,양천구,노상,126.8699377,37.52054181
476,성내전통시장 공영주차장,서울특별시,강동구,노외,127.1282486,37.53337585
477,당산고가밑,서울특별시,영등포구,노상,126.9007009,37.53257518
